술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식,술 생산 지역
과실주,레인보우,12%,"포도,복숭아,블루베리,아로니아,메타중아황산칼륨(산화방지제),사과,자두,머루(국내산100%)효모,아황산함유","국내산 포도,복숭아,블루베리,아로니아,사과,자두,머루를 도란원만의 특별한 제조법으로 빚어 새콤달콤한 과일 향의 풍미와 은은한 단 맛과 산미,부드러운 목 넘김이 좋습니다.","카프레제,하몽,파스타,스테이크...",충청북도 영동군 매곡면 옥전리 825-1
과실주,추시 감와인,12.5%,감.홍국.효모.포도당.주석산.펙티나제.헤미셀룰라제.효소처리스테비아.메타중아황산칼륨(산화방지제),추시는 홍국과 타닌으로부터 옅은 붉은 색을 띄며 감 고유의 은은한 향과 입안을 감싸는 독특한 떫은 맛이 특징입니다. 감을 사용한 술을 만들기 위해 홍국균을 이용하여 감을 발효시키는 특수공법을 개발하여 추시만의 독특한 맛과 향을 만들게 되었습니다.,"육류(스테이크 등), 한식류(전, 나물 등)",충청남도 논산시 양촌면 황산벌로 1075-21
과실주,해 1614,12%,"청포도(청수/국내산), 설탕, 메타중아황산칼륨(산화방지제), 효모",덕유 와이너리에서 직접 재배한 청수만을 사용한 과실주입니다. 농촌진흥청 원예연구소에서 개발한 우리나라 품종 청수 청포도 특유 풍미가 진해 와인으로 양조했을 때 풍부한 과일향과 높은 당도 그리고 산뜻한 산미의 조화가 일품입니다. 우리나라 음식과 찰떡궁합입니다.,,전라북도 무주군 안성면 장무로 1375-7
과실주,머루와인,12%,"머루(국내산), 설탕, 메타중아황산칼륨(산화방지제), 효모","한국 최초 와일드베리(머루)로 만든 한반도 최초의 와인입니다. 무주 구천동 머루와인은 순간의 달콤함이 느껴지는 첫 맛, 천천히 올라오는 산미의 싱그러운 피니시가 특징입니다. 머루의 씨와 껍질로 효소를 만들어 재배하는 순환농법을 통해 특히 높은 당도를 자랑하며, 주정을 첨가하지 않는 순수한 당 발효 공법으로 머루와인의 풍미를 즐길 수 있습니다.",,전라북도 무주군 안성면 장무로 1375-7
과실주,퓨레떼 라이트 스파클링,8%,"정제수,설탕,구연산[산도조절제].펙틴,효모,스크랄로스[감미료],이산화탄소[탄산],소르빈산칼륨[보존료],메타중아황산칼륨[산화방지제]",탄산과 어우러지는 사과의 싱그러움이 입안 가득 느껴집니다.,"디저트,케이크 ,마카롱",전라북도 무주군 무주읍 유속1길 34 (우 : 55524)
과실주,롤링,13.5%,사과 원액 87.95%백설탕 12% 효모 0.02% 메타중아황산칼륨0.03%,가볍지 않은 로제 와인의 깊은 진한 향은 [롤링]만의 특징입니다.,"생선 ,초밥,해산물, 나물,파전,피자...",경상북도 봉화군 춘양면 문수호 2105-47
과실주,세인트하우스 매실와인,12%,"매실(80%), 아황산염, 소르빈산염",단맛이 매우 강하고 산미가 적어 식후 디저트 와인입니다.,"양식류, 간단한 안주류 ,스테이크, 치즈",충청남도 서산시 고북면 산직마을길 85 농업회사법인 해미 읍성 딸기와인㈜ (우 : 32025)
과실주,공주애 오디와인,15%,오디 (국내산 공주),공주애 오디와인은 검붉게 익은 공주산 오디 과실만을 채취하여 전래비법으로 숙성시킨 과실주입니다.,"육류, 장어구이, 과일, 야채, 까나페, 파스타.",충청남도 공주시 사곡면 마곡사로 49
과실주,샤토미소 복숭아와인,9%,"복숭아, 설탕, 효모, 메타중아황산칼륨, 아황산",많이 달지 않고 미디엄 스위트 타입의 복숭아 와인입니다.,"리코타샐러드 , 카나페.",충청북도 영동군 매곡면 옥전리 825-1
과실주,오계리와인 복숭아,7%,영천 복숭아 100%,경북 영천에서 재배한 복숭아로 만든 오계리 와인은 풍부한 과실향과 아름다은 빛은 띄는 프리미엄 와인입니다.,"흰살 생선 요리 ,해산물 요리",경상북도 영천시 금호읍 사근달길 93-7 (우 : 38882)
과실주,더찾을수록(아메리카노향),14%,"사과와인, 정제수, 정제주정, 커피향, 사과산","더 찾을수록은 사과와인을 베이스로 만들어져, 독한맛이 없고 부드럽고 순한 느낌을 주는 과실주입니다.","파스타, 해산물,치즈 .",경북 의성군 단촌면 일직점곡로 755
과실주,좋은저녁석류 추석에디션,12%,"석류, 설탕, 효모, 소르빈산칼륨, 산성아황산나트륨",기존의 와인 제조법에 산들벗만의 제조 기술을 도입하여 산머루만의 장점을 최대한 살려 빚은 과실주입니다.,과일이나 샐러드 또는 치즈가 들어간 음식과 함께 먹으면 잘 어울립니다.,전라북도 무주군 적상면 서창로 72 (산성와인사업소) 농업회사법인 산들벗주식회사 (우 : 55527)
과실주,비노 페스티바 화이트,12.5%,"청수 포도, 효모","달콤한 포도향과 함께 사과, 체리향이 느껴지는 화이트 와인입니다.","치즈와 토마토 스파게티 등 양식류 ,싱싱한 굴이나 조개 등의 갑각류, 해산물.",경상북도 경산시 남천면 산전길 84 (우 : 38695)
과실주,바람한줌 달빛한줌,12%,"머루(국내산),설탕,효모,소르빈산칼륨(합성보존료),산성아황산나트륨(산화방지제)","산들벗에서 제조하는 머루와인와 머루주 등 과실주는 해발 300미터 이상 고랭지에서 재배된 산머루를 발효시켜 맛과 향이
뛰어나며 색이 매우 아름답고 무주에서 자란 블루베리, 천마 등의 재료를 활용한 다양한 제품을 선보이고 있습니다.","치즈,과일,야채,파스타,까나페,브루스케타.",전라북도 무주군 적상면 사천리 205
과실주,PODO 포도,9%,"정제수,포도(국내산)42.694%,설탕,주정,올리고당,효모","전라북도에서
9월 수확한 캠벨포도를 발효하여
알콜 9도로 가볍게 달달하게 즐기실 수 있는
수제와인입니다.","디저트 류 (케이크, 과자류)",전라북도 부안군 행안면 부안농공단지길 14-11 (내변산) (우 : 56303)
과실주,소계리595 드라이,12%,"포도(국내산),설탕,효모,메타중아황산칼륨(산화방지제),아황산함유 소브산칼륨(보존료)",캠벨의 상큼함을 느낄 수 있는 와인입니다.,"삼겹살,스테이크,케이크",충청북도 영동군 추풍령면 은편길26
과실주,멜라 탠저린 과하주 13도,13%,"정제수,기찬쌀(국내산),조(좁쌀(국내산)),설향곡누룩(기찬쌀(국내산),우리밀(국내산))증류주원액(기찬쌀,향온곡),벌꿀(국내산),한라봉과즙(국내산),","멜라는 약주에 소주를 더한 과하주입니다. 여름을 나는 술 이라는 뜻인데요, 이름만큼 더위에 강해서, 무더운 여름에도 잘 변하지 않는다는 강점을 가지고 있습니다.","고소한 치즈, 타코, 떡볶이, 과일 등 다양한 음식에 잘 어울린답니다",경기도 동두천시 쇠목길 325-2 B/D 전관 (우 : 11322)
과실주,천사의 선물,17%,"정제수, 배(국내산), 설탕, 효모, 주정, 과당, 구연산, 사과산, 생체산삼배양근 0.119%",국내산 배과실을 베이스로 산삼을 배양해 만든 산삼양근을 넣은 과실주입니다.,"삼계탕,전골 ,국물류",전라북도 부안군 행안면 부안농공단지길14-11
과실주,포엠 드라이,12%,"머루, 포도, 백설탕, 효모, 메타중아황산칼륨, 아황산함유","오크에 숙성했기 때문에 깊은 향과 맛을 가지고 있답니다.
색은 루비처럼 붉은빛을 띠며 약간의 단맛이 입안을 감싼 후에 상큼한 신맛으로 마무리됩니다.",레드와인이기 때문에 육류와 함께 드시는 것을 추천드리며 식사를 할 때 곁들여 마시는 것이 좋다고 합니다.,충청북도 영동군 학산면 모리1길 23 (우 : 29164
과실주,홍시 와인 감 화이트,12%,"홍시(국산)100%,백설탕,효모,메타중아황산나칼륨,소르빈산칼륨(산화방지제),","오크숙성으로 바닐라 향,훈제 향,코코넛 향도 느낄 수 있습니다.",돼지고기,충북 영동군 영동읍 어미실길 92
과실주,너브내 화이트(dry) 와인,12%,"국산 포 도효모, 설탕, 아황산나트륨, 수트랄로스, 자일리톨","향긋한 포도의 향기가 나는 건강한 포도와 강원도 홍천의 맑은 공기와

깨끗한 환경이 만나 샤또나드리만의 너브내 스파클링 화이트가 만들어 집니다.","한식.생선회,초밥..",강원도 홍천군 서면 팔봉산로 811-28 . 샤또나드리 / 너브내와인 (우 : 25101)
과실주,P.S 샤인 스파클링,5%,,"‘포도의 왕’ 샤인 머스캣 품종으로 양조한 피에스 샤인 스파클링

은은한 꽃향과 달콤한 망고향이 어우러진,

디저트 와인으로 손색없고 재미있는 스파클링 와인입니다",,충청북도 영동군 심천면 약목2길 23
과실주,P.S 애플 시드르,5%,,"과일의 고장 영동에서 재배한 사과로 양조한 

피에스 애플 시드르는 상큼하면서 새콤달콤한 맛과 향으로

사과 한 알을 베어 문 듯한 기분을 느끼게 해주는 시드르입니다.",,충청북도 영동군 심천면 약목2길 23
과실주,마셔블랑 스프링,9%,"감귤과즙(한라봉과즙첨가, 제주산), 백설탕, 액상효모, 감귤꽃꿀, 무수아황산(산화방지제), 이산화황 함유",마시다&#039;와 불어 &#039;blanc&#039;의 합성어로 제주 감귤과 한라봉 착즙액에 감귤꿀꽃을 넣어 만든 감귤 발효주입니다.,"파스타, 캘리포니아롤, 초밥, 카나페",제주특별자치도 서귀포시 남원읍 신례천로 46
과실주,어떤유자 06,6%,"쌀(국산), 쌀입국(국산), 효모, 원당노룩, 유자(고흥산), 정제수, 스테비아",진한 유자향과 함께 높은 산미와 당도의 조화로움을 느낄 수 있다. 해풍을 맞고 자란 고흥 쌀로  빚은 술입니다.,,전남 고흥군 도양읍 목넘가는길 52-5
과실주,미르아토 샤인머스켓 스파클링 캔와인,5%,"청포도(샤인머스켓 국산100%), 식용탄산가스, 백설탕, 효모, 정제수, 메타중아황산칼륨(산화방지제), 소브산칼륨(보존제)",미르아토 샤인머스켓 스파클링 와인은 영동군에서 직접 재배하는 최상급 포도만을 엄선하여 만든 와인이다. 부드럽고 은은한 샤인머스켓 향과 톡톡 터지는 스파클링 캔 와인으로 어디서든 가볍게 마실 수 있다. 망고포도로 불리는 샤인머스켓이 스파클링과 함께 깔끔하고 달콤한 조화를 이루는 맛이 특징.,,충청북도 영동군 용산면 법화길 5-11 금용농산
과실주,1950 감귤와인,12%,제주도 감귤 100%,오크숙성을 통해 만든 화이트 와인으로 향이 풍부하고 뒷맛이 좋다. 귤잎과 귤껍질의 산뜻한 향과 과육의 달콤한 향이 특징. 깊은 단맛과 새콤한 맛의 균형이 돋보인다.,"갈치조림, 고등어, 생선요리",제주특별자치도 제주시 조천읍 남조로 2064
과실주,홉미드,10.5%,"정제수, 벌꿀(국내산), 호프펠렛, 이산화탄소, 효모추출물, 효모",홉미드는 IPA 맥주에서 착안한 벌꿀 발효주로 아카시아 벌꿀로 만든 미드에 시트러스한 홉의 향기가 더해졌다. 달콘한 벌꿀 향과 향긋한 홉 향이 풍부하게 난다. 미세한 탄산과 꿀의 달달함이 특징이다.,"생선회, 카나페",
