술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
탁주(고도),경탁주 12도,12%,"쌀(국내산), 정제수, 국(밀함유), 효모, 산도조절제","첫 모금에서는 향긋한 사과, 배의 과실향과 새콤달콤한 요거트 맛이 연상되며, 마지막에 느껴지는 드라이한 술 맛이 조화롭다. 본연의 맛은 묵직하고 깊으나, 얼음과 함께 마시면 더 부드럽게 즐길 수 있다.","수육&amp;김치, 브리치즈, 제철회"
탁주(고도),대몽재 1779 생막걸리 12,12%,"쌀, 누룩, 정제수",원재료의 맛과 향을 가장 진하게 느낄 수 있다. 높은 질감의 바디감은 산미가 강하게 느껴지기보다 적절한 당도로 입안 가득히 묵직하게 생막걸리 특유의 진한 감칠맛을 표현한다. 얼음과 함께 희석해 먹으면 부드러운 맛이 더해진다.,"한국 가정식 탕. 고기찜, 전 등 기름진 음식"
탁주(저도),콘체르토 1번,6%,"찹쌀, 쌀, 쌀누룩, 효모, 정제수",탁주 ‘콘체르토 1번(No.1)’은 부담 없는 6% 저도수 막걸리입니다. 민주술도가에서 직접 제조한 쌀누룩을 사용하는 것이 특징입니다. 포천 쌀의 달콤함에 수향미 찹쌀에서 나오는 구수한 누룽지맛이 막걸리의 풍미를 더합니다.,"닭발, 족발"
탁주(고도),주연향 화이트,15%,"강화섬쌀(강화쌀,강화찹쌀), 정제수, 누룩(국내산, 밀함유)","깔끔하고 청량한 목넘김과 가벼운 산미가 감도는 부드럽고 풍부한 맛과 바닐라 향, 과실향, 꽃 향 등이 특징이며 부드럽고 신선한 향과 맛을 즐기는 프리미엄 탁주.","샐러드, 불고기"
탁주(고도),빙그르술이춤추다,12%,"국내산 찹쌀, 누룩, 암반수","새콤한 맛, 단맛, 쌉쓰름한 맛, 곡식향이 천연 탄산감과 어우러져 풍부한 맛을 느낄 수 있다.","두부김치, 모듬전"
탁주(고도),백경13 화이트,13%,"찹쌀(국내산),백경밀누룩[밀.국내산], 백경쌀누룩[멥쌀(국내산),조제종국], 정제수","꽃, 살구, 레몬, 딸기, 쌀의 순수하고 깨끗한 향을 머금고 있다. 기분 좋은 산미로 시작하여 달달한 여운이 남는다. 알코올이 튀지않고 안저억인 밸런스로 맛의 흐름이 명확하고 깔끔함.","수육, 샐러드, 피자"
탁주(고도),우리WRY 분홍소금 막걸리,12%,"정제수, 쌀(국내산), 국(누룩), 효모, 히말라야핑크솔트, 천연색소, 유산균",딸기우유처럼 분홍빛깔이 예쁜 12도 막걸리. 미네랄이 풍부한 히말랴아 핑크솔트 함유. 은은한 과실향과 풍부한 바디감과 농밀하면서도 부드러운 질감.,"김치전, 모듬전, 김치볶음, 연어스테이크"
탁주(고도),라뽐드세잔,10%,"정제수, 찹쌀(국내산), 멥쌀(철원오대쌀), 사과(국내산), 조효소제(개량누룩), 효모",프리미엄 쌀로 유명한 철원 오대쌀과 사과를 이용해 만든 내추럴 탁주. 마냥 달거나 가볍지 않고 새콤달콤한 맛과 적당한 청량감이 특징. 사과 본연의 맛을 잘 살려냄.,"육회, 버섯 삼겹살말이, 족발"
탁주(저도),마깨주,11%,"정제수, 찹쌀(국내산), 누룩, 밀",효모제 및 효소와 같은 첨가물 없이 오직 전통 누룩에서 얻을 수 있는 자연 효소와 효모를 이용하여 빚은 옛날 전통 방식의 막걸리. 찹쌀을 전분만을 원료로 하여 단맛과 산뜻한 산미를 즐길 수 있다.,
탁주(저도),이너피스 넥타(INNER PEACE nectar),10%,"찹쌀, 멥쌀, 국, 효모, 서양자초잎, 서양박하잎, 애플민트잎, 정제수",100% 우렁이 농법의 유기농 맵쌀과 찹쌀을 사용하여 한 달간의 발효와 저온 숙성을 거친 막걸리. 부드러운 맛이 특징이다.,
탁주(저도),순창 지란지교 프리미엄 캐모마일 탁주,12%,"찹쌀 멥쌀(국내산), 전통누룩(국내산), 정제수, 무화과청 3.26%(국내산), 레드비트문발(국내산) (밀함유)",직접 농사지은 유기농 무화과로 빚은 막걸리. 캐모마일의 기품있는 향이 깊고 짙은 달콤함에 그윽하게 묻어나와 향긋함을 느낄 수 있다.,
탁주(저도),하드포션,14.3%,"쌀(김포산, 김포금쌀100%), 정제수, 국, 산도조절제, 효모, 밀함유",특&amp;amp;amp;#039;등급 김포 추청의 단맛과 풍미를 느낄 수 있는 물에 희석하지 않은 원주이다.,
탁주(저도),조오탁 8도,8%,"찹쌀(29.86%), 맵쌀(국내산), 조효소제, 곡자, 효모, 정제수",상주에서 생산한 쌀과 누룩으로 빚어 저온 숙성 시킨 막걸리. 깔끔한 뒷맛을 느낄 수 있다.,
탁주(저도),조오탁 10도,10%%,"찹쌀(29.86%), 맵쌀(국내산), 조효소제, 곡자, 효모, 정제수",상주에서 생산한 쌀과 누룩으로 빚어 저온 숙성 시킨 막걸리다. 탄산은 없고 산미와 단맛이 조화롭다.,
탁주(저도),사일로 6,6%,"찹쌀(국내산), 멥쌀(국내산), 개량누룩, 효모, 정제수",적당한 당도와 산뜻한 산미가 특징이다. 깔끔하게 마실 수 있는 저도수의 막걸리입니다.,"기름진 음식, 해산물, 전류 등"
탁주(저도),서울백야,15%,"정제수, 쌀(국내산), 호랑이누룩, 밀 함유",김포 금쌀로 만든 막걸리로 크리미한 질감을 느낄 수 있다.,
탁주(저도),마루나 그린,7%,"정제수, 쌀(경기미), 국, 레몬밤(국내산), 애플민트(국내산), 효모, 밀 함유",레몬밤의 상큼한 향과 애플민트의 싱그러운 청사과향을 블렌딩한 막걸리다.,
탁주(저도),공지천 6도,6%,"정제수, 찹쌀(춘천산), 국, 효모, 밀함유",공지천 6도는 춘천에서 직접 재배한 특등급 쌀로 생산하는 프리미엄 막걸리로 전통 기법을 고집하며 생산하고 있다. 잘 익은 과일을 머금은 듯한 달콤한 단맛이 부드럽게 입안에 퍼지며 텁텁함이 없이 담백하고 깔끔하게 마무리된다. 냉장보관 1주일이 지나면 더욱 깊어진 맛과 향으로 즐길 수 있다.,"불족발, 담백한 보쌈"
탁주(저도),덕두도가 탁주 15도,15%,"찹쌀(완도산), 쌀(완도산), 누룩(국내산), 국(완도산), 효모, 정제수 / 밀 함유","국내산 재료만을 사용하여 세번 빚은 탁주로 찹쌀의 깊은 단맛이 특징입니다. 100일간의 저온숙성으로 단맛과 은은한 산미가 밸런스좋게 어우러져있고, 멜론과 참외의 은은한 과실향과 바닐라 향으로 마무리됩니다.","흑돼지하몽, 새우치즈구이, 두부강정, 산뜻한 안주류"
탁주(저도),하포포션 드라이,17.5%,"쌀(김포산, 김포금쌀100%), 정제수, 국, 산도조절제, 효모","기존 하드포션에서 단맛을 줄이고, 농후한 바디감을 더한 탁주다. 하드포션 드라이는 물을 섞지 않은 원주로 묵직한 바디감을 즐길 수 있는 술이다. 높은 알코올 도수와 드라이한 피니시는 녹진한 단맛과 어우러지며 강한 여운을 남긴다. 입안 가득 퍼지는 묵직한 텍스처 사이로 배, 참외, 바나나 등 잘 익은 열대과일향을 느낄 수 있다. 온더락에 얼음 한 두 조각 넣어 부드럽게 마시면 더욱 맛있게 즐길 수 있다.","매콤한 제육볶음, 동태전, 간장게장"
탁주(저도),원기옥,12%,"정제수, 찹쌀(국내산), 정제효소, 효모","옥주의 원기를 담은 100% 찹쌀 막걸리, 프리미엄 타입 고급 탁주로 원주의 농후함을 담은 술이다. 녹진한 바디감과 원기옥이 전하는 진한 쌀의 단맛을 즐길 수 있다. 현대적 양조기법으로 누룩을 사용하지 않고 원재료에 특징을 살려 술의 맛을 표현했다. 바나나와 참외가 떠오르는 과실향 사이로 고소한 쌀 내음이 은은하게 퍼진다.",매콤한 순두부짬뽕
탁주(저도),뽐내탁주,8%,"정제수, 쌀(춘천산), 국, 효모, 밀함유",복합적이고 다채로운 맛과 향을 느낄 수 있다. 쌀에서 얻을 수 있는 단맛을 가지면서도 산미를 더해 산뜻하게 마실 수 있다. 수박같이 싱그럽고 시원한 향이 특징이다.,
탁주(저도),이호상 우리술 복분자,15%,"대전찹쌀, 고창토종복분자, 대전멥쌀, 우리쌀누룩, 정제수","햅찹쌀과 고창복분자 그리고 우리밀 전통 누룩으로 만들어 백일 동안 정성을 빚은 프리미엄 탁주다. 차게 보관하여 시간이 지나면 층이 분리되는데 올라온 윗술을 마시면 과일향과 감칠맛을 느낄 수 있다. 탄산수를 섞어 하이볼로 마시거나, 얼음을 넣어 언더락으로 마시는 다양한 방법으로 음용이 가능하다.","두부김치, 백숙, 전 종류, 매콤한 닭볶음탕, 제육볶음, 낙지볶음"
탁주(저도),훌훌,14%,"정제수, 찹쌀, 석창포뿌리추출물, 멥쌀, 누룩","강릉쌀, 국내산 석창포 뿌리, 누룩으로 만들어진 탁주. 유네스코 문화유산으로 지정된 &amp;amp;amp;#039;강릉단오제&amp;amp;amp;#039;를 기념하여 빚어졌으며, 강릉 단오와 선조들의 지혜를 이어 창포주를 재해석했다. 와인 같은 도수로 금세 창포의 향긋한 향과 기운을 느낄 수 있으며, 특유의 깔끔함과 상큼함이 하이볼로 만들어 먹었을 때 더욱 시원하게 즐길 수 있다.",전과 같은 기름진 음식
탁주(저도),콸콸 12%,12%,"정제수, 찹쌀, 누룩",풍부한 과실 산미와 찹쌀 단맛의 밸런스가 좋은 프리미엄 막걸리다. 은은한 단맛과 청량감을 느낄 수 있다.,전과 같은 기름진 음식
탁주(저도),콸콸 8%,8%,"정제수, 찹쌀, 누룩","비교적 낮은 도수로 가벼운 바디감과 청량감이 더해진 탁주다. 강릉의 자연, 드넓은 바다와 산의 청량함을 담은 경쾌한 탄산이 느껴진다. 저온 발효한 찹쌀에서 파인애플, 열대과일, 포도 등의 풍부한 과실향을 느낄 수 있으며 내추럴 와인을 마시는 듯한 자연스러운 산미가 특징이다. 시원한 상태에서 먹어도 좋지만 온도가 올라가면서 변화하는 풍미도 맛볼 수 있다.",전과 같은 기름진 음식
탁주(저도),서울핑크,7.5%,"쌀, 설화곡, 백년초, 진달래, 정제수","봄을 유리병에 담아놓은 듯한 화사한 패키지의 서울 핑크는 진달래와 백년초로 만들어져, 선인장 열매인 백년초의 맑은 단맛과 열대과일의 산미가 느껴지는 게 특징이다.","양념이 되어있는 무침류, 매운 음식, 불고기, 치즈, 견과류"
탁주(저도),오래된 노래,10%,"멥쌀, 매화, 국, 효모","철원 오대미와 봄에 수확한 매화 꽃잎 등 100% 자연의 재료로 수작업 된 술. 은은한 단맛에 절제된 뒷맛을 가지고 있다. 깔끔하고 음용성이 좋은 막걸리고, 특히 매화 꽃잎과 매실의 화사하고 향긋한 향이 돋보인다. 라벨 뒷면의 QR코드로 스탠딩 에그가 직접 선곡한 플레이리스트도 들어볼 수 있다.",
탁주(저도),낙화곡주 13.5,13.5%,"정제수, 쌀(국내산), 입국(쌀국내산), 우도땅콩(땅콩분말 100%), 효모, 정제효소","낙화곡주 13.5는 깨끗한 한라산 물과 고소한 우도 땅콩으로 정성껏 빚은 프리미엄 막걸리다. 발효과정을 거치며 자연적으로 만들어진 달달한 맛이 특징이다. 우도 땅콩의 고소한 향과 깔끔한 맛을 잘 담아냈다. 땅콩의 고소한 맛으로 시작해 짠맛과 쓴맛까지 다양한 맛이 담겨 있다. 참외, 메론향이 올라오는 것이 특징.","돔베고기, 모듬전, 골뱅이무침"
탁주(저도),이너피스 플로우,12%,"찹쌀, 멥쌀, 포도원액, 국, 효모, 건조라벤더, 서양박하잎, 애플민트잎, 정제수","이너피스 플로우는 명상과 철학을 좋아하는 대표님이 만든 막걸리다. 콜드브루(coldbrew) 방식은 주로 커피에 사용되지만, 이너피스 플로우는 아로마 허브인 라벤더를 우려내 나에게 몰입하는 시간을 선사한다. 특히 눈에 띄는 이너피스 라벨 그림은 ‘점’으로 내면의 안전한 풍경을 그리는 라킷키와 협업하여 내면의 고요함과 마음의 상태를 표현햇다. 주 재료인 라벤더의 꽃 향뿐만 아니라 참외 같은 과실미와 산미도 느껴지며, 상온에 잠시 꺼내놓으면 화사한 라벤더와 포도향이 더욱 올라온다.",무침요리와 같은 매콤새콤한 안주
탁주(저도),뉴룩 라이즈,10%,"정제수, 알룰로오스, 쌀(경기미), 누룩, 국, 젖산","드라이한 피니시로 포도 껍질의 맛과 향이 난다. 당류 0g으로 쌀 본연의 다채로운 향과 풍미를 느낄 수 있다. 부드럽고 달콤한 바나나, 멜론향으로 시작해서 은은하고 깔끔한 시트러스 향까지 느낄 수 있다.","디저트, 육류, 해산물"
탁주(저도),너드 바질 스파클링,5%,"정제수, 찹쌀, 바질, 효모, 정제 효소, 이산화탄소","스파클링 막걸리로 바질 특유의 살쾌하고 싱그러운 향이 매력적이다. 바질 향이 은은하게 퍼져, 달콤한 바질과 청량한 탄산이 어우러지는 탁주. 약간의 산미가 있고, 마무리감은 드라이하며 목 넘김이 부드럽다.","샐러드, 피자"
탁주(저도),강냉이 막걸리,6%,"정제수, 쌀, 소맥분, 옥분, 입국, 올리고당, 치자분말, 정제효소제, 효모, 아스파탐, 아세설팜칼륨",옥수수의 달짝지근하면서도 구수한 맛이 특징인 막걸리이다. 미세한 탄산감이 있고 깔끔한 마무리된다.,"전, 두부요리"
탁주(저도),평창 감자 막걸리,6%,"정제수, 쌀, 입국, 감자, 효모, 정제효소, 아스파탐","강원도 평창에서 재배한 감자를 이용해 만든 막걸리로 감자의 담백하면서도 달달한 맛을 그대로 느낄 수 있다. 통감자를 그대로 쪄서 쌀과 함께 낮은 온도에서 긴 시간동안 발효시켜 빚은 막걸리로, 감자의 달콤한 맛과 쌀의 담백한 맛이 어우러지는 것이 특징이다.","감자전, 보쌈"
탁주(저도),지중해핑크,9%,"정제수, 쌀, 토마토, 바질, 누룩, 개량누룩, 효모",양평의 유기농 토마토와 바질을 사용하여 신선하고 상큼한 맛이 특징인 막걸리다. 지중해핑크의 풍미를 제대로 즐기려면 핫소스 한 방울을 떨어뜨려 마셔보는 것도 꿀팁이다.,"피자, 알리오올리오 파스타, 과카몰리"
탁주(저도),막구르트,6%,"정제수, 멥쌀, 찹쌀, 국, 효모, 합성향료(요구르트 향), 프락토올리고당, 젖산",막구르트는 한국 &#039;야구르트&#039;와 전통주 구독 플래폼 &#039;술담화&#039;가 협업하여 출시한 막걸리다. 야구르트의 새콤달콤한 맛을 기본 베이스로 구수함을 느낄 수 있다.,"마라샹궈, 떡볶이 같은 매콤한 음식"
탁주(저도),밀물 탁주,8%,"정제수, 통밀쌀, 국, 효모",전라남도의 햇통밀을 사용하여 부드러우면서도 드라이한 풍미가 특징인 탁주. 높은 밀도감과 깔끔한 끝 맛을 가지고 있다.,"홍어회, 치즈, 견과류, 곱창볶음"
탁주(저도),마루나그린,7%,"정제수, 쌀(경기미), 국, 레몬밤(국내산), 애플민트(국내산), 효모(밀함유)",레몬밤의 상큼한 향과 애플민트의 청사과향을 중심으로 은은하게 퍼지는 바나나와 참외향이 매력적인 탁주. 차갑게 마실수록 맛있고 시간이 지날수록 바디감이 가벼워져 더욱 깔끔한 맛을 느낄 수 있다. 목넘김 후 퍼지는 허브향이 느껴진다.,해산물
술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
탁주(고도),토끼구름,6.8%,"정제수, 쌀, 올리고당, 전분, 조효소제, 혼합제제",울산 햅쌀로 빚은 삼양주 막걸리로 합성 감미료를 첨가하지 않아 순하고 자연스러운 단맛을 느낄 수 있으며 목 넘김이 부드럽다. 새콤한 산미가 요구르트를 연상시키며 우유처럼 크리미한 질감이 특징이다.,"모듬전, 골뱅이 소면과 잘 어울린다."
